,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
526,Adjusted savings: consumption of fixed capital (% of GNI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34616321848751,6.49570787674745,6.57074457435584,6.49224608817095,7.04836433639328,7.72542066043046,7.81796606781391,7.33526983726913,7.5049409351642,8.34021743523421,8.0551676281655,8.39334571445752,8.8193483576557,8.41929253944746,8.78435727903678,9.35395315904314,9.39631163172852,9.73068272093591,9.65219937006426,9.73538135337977,9.72401304680426,10.4479070574073,10.3943827704853,10.1016743287826,9.99021698804142,9.8907885150273,9.82578655865955,10.05088866804,9.72330781715204,9.89585196209183,10.2650671067492,10.4632604724101,10.4537832077632,10.3476307327239,10.6300606802149,10.6147444662867,10.4613794747618,10.5191944209306,10.9168835425319,10.9896653773502,10.6655619641157,10.5564037209374,10.7867224834945,10.821081849007,10.8724735322425,10.6277232849274,10.5387806882026,10.5418038844446,10.7159750738666,10.8466404217575,11.0882830634378,0.0,0.0
527,Adjusted savings: carbon dioxide damage (% of GNI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832380310115512,0.873286304124305,0.931804192830329,0.867752723384559,0.857846869449973,1.04564596805298,1.13657367558582,1.10146546613666,1.08046915462449,1.12667480246103,1.08564928738162,1.26377160610423,1.37030685815974,1.4547445401549,1.62710865569677,1.72350790998813,1.79513134918907,1.79893745812192,1.94421215423938,2.26536071053809,2.15748352131731,2.93691289472258,2.99456497659713,3.34493791385919,3.14188925311112,3.20179306058534,3.20147387157768,3.30312031669678,3.45110973667934,3.54080455699945,3.8128937462734,3.86203046820042,3.90100101844701,3.56748214910179,3.40628974757703,3.25137159153975,3.20389385556093,2.86675022717725,3.22014434478092,3.25903521929083,2.88029168512746,2.89777189267557,3.29708600247637,3.48104999566289,3.5668972226945,3.60480651791515,3.47841419592698,3.28676313364524,3.57244525192186,3.57289440273617,3.62908522286686,0.0,0.0
528,"Services, value added (% of GDP)",38.78246175469924,38.32587519598464,39.93584497224325,38.095180299376246,36.34082145864702,37.450738194072464,36.45979665561123,34.609555507340914,35.05413136384601,34.30585260974932,35.04687086249738,35.80364908254331,35.5216549188878,32.94770561503505,33.610595952108255,35.1392413952858,35.80372321551465,34.66144961164541,34.939364729472494,35.52141472925318,33.80725873570828,33.87161863576137,34.89683727774281,34.52160063054068,35.420816084961814,36.114999772048925,36.988467835644606,37.45227949228939,36.79644550543219,37.22939797954959,37.04478519464807,37.78569002371795,37.91256818206074,38.49068491702259,37.49630233983369,37.84966811833396,37.709329473597975,39.07955152360464,40.13256872693889,41.96573778685435,42.73292664295458,43.808961262988134,44.72882755413038,44.704645653300105,44.114858972247085,44.442932922749826,44.04323571148997,44.00815792391437,45.88254990700625,45.98488281191449,45.03374956261907,45.44214525070729,46.30114728864566,46.69871476941184,47.82241375589644,47.783748120446305,47.7494012899424,47.6708899684162,48.43156631549348,50.084957854184765,48.068103489236684,47.944352194591254,48.58282463139614
529,"Services, value added (current LCU)",68386124719.0,71600758756.0,80178700930.0,87840002856.0,97739908578.0,106210374970.0,117057179350.0,130136104880.0,139564840770.0,150383122680.0,164078452690.0,179447571430.0,196240578340.0,221542535490.0,266793772110.00003,299430083940.0,328720009020.0,360560599240.0,393666603300.0,438910341470.0,497179244140.0,585218602580.0,674397305250.0,776992298960.0,893271361460.0,1027594842900.0,1177586837900.0,1355265801500.0,1579903186800.0,1836442859000.0,2134184176899.9998,2502396934600.0,2885889266200.0,3371754843500.0,3853007760500.0,4563090416900.0,5259757514500.0,6038939164000.0,7112683162700.0,8343886382000.0,9144357824200.0,10142838902200.0,11149169213400.0,12483907044700.0,14056458345500.0,16142227266300.0,18738762719800.0,21558109351100.0,25300337198400.0,29275845875400.0,34380890479099.996,39699751826000.0,46041921546900.0,52459102159800.0,59624790798000.0,65807175257400.0,73494298031300.0,81469752895300.0,91534054561500.0,100688760094000.0,95318698578300.0,112530245302376.0,132163584500592.0
530,Medium and high-tech manufacturing value added (% manufacturing value added),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0050990908139,42.6317095044555,44.559935804408305,40.5211462100167,41.801512933983396,46.2170919779376,44.4595630274143,42.7518778592208,43.9652941801927,43.423395350586404,41.0290168648904,41.774312037227304,39.2937727082061,39.1247299697963,37.2208816591799,39.2443916811731,36.1397619134743,34.134821489612,37.0531108247174,39.3757615409287,38.1279927967049,40.5115933943241,39.5800495388695,37.609445685235,38.666090088029996,42.8636137886518,41.392282940074,41.197753569342495,44.448438090846196,44.5809793016234,44.5809793016234,0.0,0.0
531,Chemicals (% of value added in manufacturing),0.0,0.0,0.0,9.570262688089773,9.58562439770988,9.717540392886201,10.159525979945306,10.791176859067495,12.856036836314738,12.71697857336588,13.59417652411283,14.312908201778857,14.575408518617733,14.683506110045474,15.070149975810354,15.063783447417547,14.785922623961255,14.077609116079751,16.004485741749438,14.689571647118818,14.060389313793136,14.387570677676631,14.630326262640711,15.707170089779854,14.40391503960446,15.105913228218535,14.819446539533935,15.715697613289874,15.024911682918814,14.165349043730641,13.86702299598902,14.985911551255876,18.357036758805553,18.31762569247054,17.523447445679004,20.158929496079903,18.158993758119976,18.220306536094764,23.7009133725086,22.935459434484315,21.14586451841167,20.38913103670028,19.27155669677525,18.03996116196519,16.626978800000263,16.148832314384595,14.54034232985878,13.617933019410156,15.464442515287406,15.580858915627605,14.859671005800031,18.07419690999575,15.97354696771224,16.67469358672992,16.140859199092528,18.963329447115164,18.044223440411034,17.80734827748118,19.2876217120273,20.79490237903646,20.794902980215696,20.794902979509907,0.0
532,"Industry (including construction), value added (constant 2015 US$)",26828069876.925747,28628951444.0598,30653598884.404327,33549528543.3298,35723293004.760345,37339906628.42946,38672298715.438835,39964509665.4702,41853282533.40952,44905952396.972824,45062228562.314674,46193268532.72111,47921974690.12039,48206028915.651474,48960424562.05262,52592690300.15593,57014768583.1762,60904695683.165184,64935902628.182556,63014292762.67422,66574945793.609665,72097093324.71378,73509580052.1536,79058674674.8977,82160534910.21074,85829365022.68253,91087805256.89996,96069372925.311,105209664789.53592,113894303266.7488,122499591425.66824,123218274847.39113,127012064220.59941,133621823609.56406,145843882913.38837,161731297046.22012,171451508224.21204,178991314126.58527,186319390230.47238,197257252136.70752,208692941368.34277,214058561419.08243,229631435831.52454,245881806174.11923,269846128587.38782,295679273283.43256,334829673817.35535,361695973203.97034,376161015102.4246,409430858592.1232,441763532542.72205,457783867902.9442,472749649040.57104,490647439732.80615,524995868707.08276,575276540404.5352,619688372437.8398,656005471736.4033,690881422027.0808,681208855910.8973,675241429064.5452,753706373422.3765,780941219108.9053
533,"Manufacturing, value added (constant LCU)",790006480550.0,857469124940.0,919887833300.0,1006895729800.0,1076520061100.0,1086517862800.0,1095074540000.0,1099307843500.0,1160195357000.0,1284672492500.0,1314846038400.0,1357809565000.0,1411041104100.0,1473820093600.0,1516783620200.0,1548758571800.0,1684584563400.0,1789426376600.0,2010458859000.0,1945698323200.0,1949481275200.0,2108746627400.0,2178085438000.0,2400946893900.0,2501978043200.0,2581728337200.0,2723574675600.0,2876095449000.0,3120457503200.0,3396287762100.0,3558411104200.0,3473063902000.0,3580387948400.0,3887991288800.0,4308717950700.0,4974908779200.0,5447588631900.0,5450377084100.0,5621074369600.0,5924262446400.0,6356680159200.0,6500997470400.0,6947405598900.0,7387635619100.0,7933083470600.0,8674754480200.0,10217801791200.0,10931064511700.0,11440847328600.0,12695637107100.0,13672579898900.0,14099855710100.0,14868732588000.0,15607091164600.0,16839375543000.002,19038495871900.0,20547643440900.0,22094277631600.0,23289922033900.0,22597055484200.0,23254384603000.0,25824731207824.1,25968576336289.598
534,"Manufacturing, value added (current US$)",5461951594.206658,6023684033.96533,6688201558.167886,7627609425.503622,8387740982.054675,8939724291.264175,6652323388.142858,6633785986.5173855,7178633657.378518,8268328998.967448,9024134403.112417,10090781066.49724,10792764134.99599,12840361714.358387,16268417258.889614,15596600730.348766,16707859784.299028,19536108247.463215,23473463321.634857,27312122801.000446,31213922015.00101,32449361915.847717,32857141064.15213,36372197875.97943,35446881686.82923,38173778021.72784,40389471697.75658,45230086527.354744,47755490318.213104,50039532999.31472,53274803469.370705,42342416100.42988,45539179666.55734,44451890713.15619,54864930893.0272,64367427383.80571,69135470598.67003,68695410690.92198,66233545356.69067,69651401901.96196,74601369473.9031,74306559412.58365,80117659540.84299,94724437281.97594,112238678103.25871,131039692082.86653,162699311568.08365,205197343074.29898,204995174691.9956,230047614395.1825,285356218395.3746,294228486619.2488,289076028754.98956,283206150948.5555,307206027985.9132,327820149130.0102,347942546176.9984,398204735255.31793,402237303275.8669,381553719190.2648,377351824814.07104,455913807801.26,450861876466.75415
535,"Agriculture, forestry, and fishing, value added (% of GDP)",41.741335123558656,41.09248219834258,39.06596879624427,39.82535167731953,41.34371671121381,39.38469725512057,40.351651237001455,42.751558024953574,42.08602737664706,41.58492358392325,40.28961346219066,38.633391191380724,38.62682630199746,41.603824620110544,38.878058703410915,35.9969148409303,34.31203671177791,35.77714426432627,34.27396271099551,32.82553002007278,34.40886780623454,33.29769741880793,32.32674968650563,32.60653487756216,31.38053041178529,29.71813835649928,28.641146269727635,27.97237840117454,28.769822369360764,27.839605799688755,27.584888136541082,27.662705410224724,26.896919447794946,27.054558767125492,26.51993757425779,24.457547789449453,25.199306058679028,24.248674505120338,24.180451548948575,22.972561886502476,21.611062046209128,21.61888488614377,19.534543271111314,19.591997978495275,17.81469064879936,17.620206954980905,16.809442094359124,16.75011975979113,16.79094235980367,16.74427015655206,17.02650901397546,17.191973557442644,16.845377062613085,17.148423543547764,16.79193451458411,16.17450810662223,16.36380056137319,16.558331404702795,16.03163068634313,16.755568303283702,18.63553127201898,17.326263246542286,16.618352774293207
536,"Agriculture, forestry, and fishing, value added (current LCU)",73603583180.26,76769359852.14,78432261313.91,91829438201.51,111195370094.4,111695087073.3,129552298948.2,160751016803.4,167561696180.6,182291655482.2,188623328521.69998,193630213764.4,213395202173.2,279746847932.7,308605772672.9,306738529473.39996,315024584161.19995,372166447727.2,386169427708.2,405599402497.3,506026679694.9,575302649752.7,624729189713.0,733889102269.0,791380104203.0,845582331676.0,911836549150.0,1012221641717.0,1235269695773.0,1373265431160.0,1589190799008.0,1831991666100.0,2047382566000.0,2369958855200.0,2725109381600.0,2948559590800.0,3514839464200.0,3747132821000.0,4285494202200.0,4567546203000.0,4624520243200.0,5005297097300.0,4869207183500.0,5471124488500.0,5676351752600.0,6399878820800.0,7151793953600.0,8205317615200.0,9258781485400.0,10660083106100.0,12998840810200.0,15019473219500.0,16751065028900.0,19263718648200.0,20936115597100.0,22275328569700.0,25186620206600.0,28298258513600.0,30299250459800.0,33684712325000.004,36954122572400.0,40666492799685.8,45208179800368.9
537,External balance on goods and services (% of GDP),-2.3705202012946196,-1.6539902148127532,-1.8628396128117433,-1.6263310732907488,-1.9594465748270369,-1.9040888077564357,-2.529136192137054,-1.9121726774229328,-0.904202463984552,-0.3170910024858353,-0.09611921388557201,-0.33519612430161244,0.3185789258576566,-0.5145696341151018,-1.189248246983384,-0.9998538982737162,0.5718226506559126,0.11824248992315894,-0.2733613734685207,-1.4195282167751944,-3.105474584182422,-2.6352115084643066,-2.159328052267907,-2.015335038323126,-1.4425731583566657,-2.390926201574545,-1.82682857865279,-1.3756522676678535,-1.4200106064791442,-1.135871534783301,-1.399561041907411,0.0007549899358743793,-0.74724519178629,0.01689512325814901,-0.3019745440258475,-1.179512636105856,-1.1591493281740946,-1.2379522302578985,-1.6625317204349799,-1.911468818691064,-0.9064502877389382,-0.8764954856149685,-0.9798950864397816,-0.6966084165636667,-1.7855641333512215,-2.791176225217519,-3.188597654857137,-4.086869181549881,-5.173505918944421,-5.471830894196784,-4.4533399998329815,-6.543057374387189,-6.724860404549106,-2.9824093456396397,-2.9862597308324252,-2.2965355530556204,-1.766015892086774,-3.1589672759260714,-3.761312134676558,-2.5768737361301266,-0.3936306476575337,-2.638906005778367,-4.474218528542659
538,Imports of goods and services (% of GDP),6.833676656842144,5.957576404810984,6.031814896029468,5.906834458192,5.684997747458328,5.211561588637059,6.671686851671884,5.946617672764503,4.942973469782218,4.030933822967417,3.878944275915528,4.002401341363301,3.708910335695105,4.723332826443825,6.020569250353381,6.646916056129493,6.114690211013893,6.264929323814853,6.588186607976717,8.16916637407572,9.245025716344255,8.571238135042371,8.142627900907689,7.852964462601688,7.725974551242791,7.645481197861629,7.023050239012678,6.9802331516718175,7.455230361390422,8.152001812726414,8.452911276051978,8.493485780599592,9.590172116807167,9.817322331605114,10.190059460182562,12.023480670988198,11.544318599780373,11.928669548360125,12.681000899682997,13.363533431491991,13.90368659890458,13.434875119525744,15.244279010868974,15.644522274790601,19.6446890963991,22.39642292015895,24.456539076953714,24.88656893049556,29.270863179083523,25.872350268649285,26.854273248656817,31.083468693958476,31.259291060983234,28.413270646158683,25.954222738949667,22.109724709460167,20.9242508026814,21.9507321152243,23.689140733532724,21.24113863338716,19.098878004525574,24.15329460479712,26.923656293242555
539,Imports of goods and services (current LCU),12050000000.0,11130000000.0,12110000000.0,13620000000.0,15290000000.0,14780000000.0,21420000000.0,22360000000.0,19680000000.0,17670000000.0,18160000000.0,20060000000.0,20490000000.0,31760000000.0,47790000000.0,56640000000.0,56140000000.0,65170000000.0,74230000000.0,100940000000.0,135960000000.0,148090000000.0,157360000000.0,176750000000.0,194840000000.0,217540000000.0,223590000000.0,252590000000.0,320100000000.0,402120000000.0,486980000000.0,562490000000.0,730000000000.0,859990000000.0,1047100000000.0,1449530000000.0,1610220000000.0,1843330000000.0,2247450000000.0,2657020000000.0,2975230000000.0,3110500000000.0,3799810000000.0,4368780000000.0,6259450000000.0,8134660000000.0,10405350000000.0,12191089100000.0,16140400000000.0,16471390000000.0,20501820000000.0,27155540000000.0,31084280000000.0,31918108986100.0,32359619257900.0,30449234019500.0,32205914273900.0,37513894170700.0,44771690560100.0,42702320289600.0,37872935763000.0,56690226112701.5,73242487454657.5
540,Access to electricity (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,49.8113098144531,51.4087753295898,53.0035209655762,54.5948638916016,56.1821327209473,60.1,60.292839050293,62.0054397583008,62.3,65.4120101928711,64.4,68.8404541015625,67.9,72.3407135009766,74.1184921264648,75.0,76.3,79.5167846679688,79.9,83.1313934326172,85.1339111328125,88.0,89.5863037109375,91.7941589355469,95.7,95.8859405517578,96.5,99.5725250244141,0.0
541,Access to clean fuels and technologies for cooking (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,23.1,24.55,25.7,27.0,28.1,29.4,31.1,32.35,34.0,35.6,38.0,40.0,42.8,45.5,48.55,51.9,55.5,59.5,63.3,67.3,71.1,0.0
542,"Multilateral debt service (TDS, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145737000.0,91314000.0,96006000.0,100085000.0,105120000.0,112520000.0,117340000.0,137348000.0,150722000.0,148684000.0,154106000.0,145618767.9,160195180.3,191010458.5,224449754.8,264405676.5,352986147.3,542258012.1,499874545.1,674798530.7,898832514.0,1075142924.2,1311951558.9,1539250600.7,1706074524.3,2120176019.6,1837663700.7,1835008155.9,1928102238.3,2072633813.7,2282241690.5,2193543624.8,6000894623.6,6421475009.2,2482645536.1,1402490003.4,1794843952.9,1974540614.3,2086747642.8,2028603460.9,2016732979.2,2269269213.8,2445906967.0,2721675927.8,3041799288.0,3499912038.1,4004397371.3,4210839924.9,4678926087.3,5447366913.6,5068595475.4,4811296968.3,0.0
543,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.888023800168572,16.886302271624764,14.59444419885721,14.216236425873541,10.695918182961977,9.271040758579534,10.100158204857989,10.985645924478646,13.505419317598017,14.667202103075299,19.147050998157184,28.48310844389311,27.844501808308337,26.697709841237582,26.52363080669535,27.164934771706662,26.761872835577204,25.438427581007943,25.19740135111077,29.72220921470526,30.544647637518253,25.41179560764891,24.540366140362462,22.4906010281906,15.589867888425696,15.378525275056157,12.78737238032915,16.09366306795473,20.437057860313498,7.7206479714416565,9.686731878328644,3.040973400303006,4.086741972626033,4.670889668172663,2.4299318000025285,1.7448087994748518,1.7610880638326005,1.682354210988991,2.261074815765092,2.708261093112479,3.0858055771160227,5.064044188552364,2.7830309618446436,4.23263826104399,2.9079844072134144,5.1286923593472205,2.4327167664714198,0.0
544,"Debt service on external debt, total (TDS, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360639537.8,576982877.2,640550924.6,694863198.4,815557094.3,860863583.7,1205891291.3,1224345718.2,1305458446.3,1281433214.9,1398322464.8,1551391547.0,1974533452.8,2480386349.9,2871865636.4,3404463637.6,4979874029.6,5236762885.4,5576213792.0,6529933340.3,7694369986.1,7447476722.2,7271664522.3,7929947248.6,10450716133.0,13137306195.0,11705406720.7,12176495139.1,11785462214.1,9929098431.0,10667604836.1,11770191324.3,15444032291.1,25762255084.3,17508281941.5,23922412358.1,17401332481.4,39403398367.1,30974407767.4,16525348845.3,24412612396.9,29280766491.7,30465608110.3,38743862600.0,92816434569.4,49662490593.8,76980598505.3,51224895893.9,63646594390.1,51257110931.8,77063844390.0,48748824667.3,0.0
545,Net official development assistance received (constant 2020 US$),5515080078.125,4627709960.9375,4789390136.71875,6884470214.84375,8482440429.6875,8835000000.0,8389889648.4375,8988540039.0625,5941910156.25,5520189941.40625,4961109863.28125,5689799804.6875,3369419921.875,3726969970.70313,5275790039.0625,6005500000.0,6376859863.28125,3361810058.59375,3331260009.76563,3514889892.57813,5105310058.59375,4831750000.0,4112040039.0625,4650029785.15625,4404089843.75,4161109863.28125,4101520019.53125,2958860107.42188,3248790039.0625,2894709960.9375,2077889892.57813,3723439941.40625,3203590087.89063,1965150024.41406,2738389892.57813,1932859985.35156,2246159912.10938,2098360107.42188,2089010009.76563,1801489990.23438,1804239990.23438,2407199951.17188,2311530029.29688,768989990.234375,892010009.765625,2053050048.82813,1487469970.70313,1285180053.71094,1909209960.9375,2417489990.23438,2705139892.57813,2972199951.17188,1499869995.11719,2353189941.40625,2880620117.1875,3473379882.8125,2844820068.35938,3403449951.17188,2537320068.35938,2635750000.0,1794209960.9375,3149969970.70313,0.0
546,Net official aid received (constant 2020 US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,"Net official flows from UN agencies, WHO (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7130000.11444092,2340666.77093506,6865787.02926636,5457026.95846558,7015762.80593872,8019295.6924438495,5201596.2600708,5458945.27435303,8992305.75561523,6057962.8944397,7610899.92523193,0.0
548,"Net official flows from UN agencies, UNRWA (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,"Net official flows from UN agencies, UNEP (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,"Net official flows from UN agencies, UNICEF (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6690000.05722046,7840000.15258789,9329999.92370605,9050000.19073486,11260000.2288818,16879999.1607666,8720000.26702881,13489999.7711182,18850000.3814697,28739999.7711182,32590000.152587898,33159999.847412102,34970001.220703095,33209999.084472697,31000000.0,31879999.1607666,46340000.1525879,42500000.0,56860000.6103516,72540000.9155273,79150001.5258789,40849998.4741211,63349998.4741211,57319999.6948242,68110000.6103516,57270000.4577637,62650001.5258789,31110000.6103516,29889999.3896484,30540000.915527303,31879999.1607666,30829999.9237061,30389999.3896484,26329999.9237061,28879999.1607666,34669998.1689453,37990001.6784668,36979999.5422363,36590000.1525879,42029998.779296905,42159999.8474121,43040000.9155273,38898429.8706055,40736759.185791,47041824.3408203,54455074.3103027,58949291.229247995,64811882.019043,57140087.127685495,63026000.9765625,50948001.8615723,48882999.420166,0.0
551,"PPG, private creditors (NFL, US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48444000.0,-19010000.0,-38383000.0,-61205000.0,4500000.0,27033000.0,-13428000.0,59288000.0,2349000.0,5091000.0,595044000.0,491829000.0,1048539000.0,1184014000.0,1817142000.0,2120507000.0,2906408000.0,2765333000.0,5783447000.0,2971524000.0,1698742000.0,1440686000.0,1615476000.0,2071311000.0,681739000.0,225896000.0,-695815000.0,-514939000.0,2979138000.0,-891338000.0,4026463000.0,-1588896000.0,440218000.0,-3814405000.0,892398000.0,-6963529000.0,2438848000.0,4897153000.0,2503228000.0,2025623000.0,13952913000.0,4099295000.0,9530163000.0,3458961000.0,33306097000.0,9904614000.0,-10880003000.0,24988249000.0,-5445970000.0,8094909000.0,-11066220000.0,9588127000.0,0.0
552,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48444000.0,-19010000.0,-38383000.0,-97505000.0,7501000.0,78033000.0,-14428000.0,87288000.0,-9652000.0,13092000.0,789044000.0,828828000.0,1175039000.0,1311306000.0,1727843000.0,1954536000.0,2480229000.0,2716366000.0,5003925000.0,2201692000.0,1457250000.0,89264000.0,1767071000.0,2179887000.0,1455160000.0,956018000.0,35443000.0,-790440000.0,-938128000.0,-380798000.0,-1406986000.0,-1040930000.0,1246676000.0,7237986000.0,374473000.0,2812811000.0,13541431000.0,20668665000.0,10399396000.0,10650169000.0,8829215000.0,18179921000.0,22705299000.0,41810980000.0,19738104000.0,15424413000.0,-22211282000.0,3714862000.0,10898806000.0,20860696000.0,-1461926000.0,9180726000.0,0.0
553,"IFC, private nonguaranteed (NFL, US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32085100.0,-8730200.0,280560600.0,-795300.0,12728228.79,-32020946.35,89907534.1,205779831.48,372270096.87,296758601.0,177194147.9,328226330.15,140970034.0,122936515.0,-180483981.0,-35824667.0,718275132.0,447018190.0,681856609.0,-97432829.0,-215155533.0,0.0
554,"Net financial flows, IBRD (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10235000.0,-16393000.0,-1963000.0,-12846000.0,-9395000.0,-22560000.0,17534000.0,49102000.0,29117000.0,9297000.0,2341000.0,15606000.0,61306000.0,26014000.0,24074000.0,87886000.0,364286000.0,819044000.0,1501374000.0,1226629000.0,899538000.0,901042000.0,432224000.0,681108000.0,145466000.0,-55156000.0,76077000.0,-76181000.0,-97492000.0,-93780000.0,-10482000.0,79042000.0,-2383422000.0,-2932758000.0,748821000.0,652832000.0,719566000.0,656658000.0,731569000.0,953895000.0,2795219000.0,342883000.0,256801000.0,2442000.0,114935000.0,492857000.0,440724000.0,27322000.0,540371000.0,1395993000.0,2631740000.0,1169498000.0,0.0
555,"Net official flows from UN agencies, IFAD (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9210000.03814697,11710000.038146999,12670000.076293899,14750000.0,13020000.4577637,34880001.0681152,26270000.4577637,37939998.626709,9359999.65667725,10210000.038146999,19180000.3051758,4110000.1335143996,-1659999.9666214,-2250000.0,3039999.96185303,1179999.94754791,6360000.1335144,8529999.73297119,8710000.03814697,10050000.1907349,2690000.05722046,6969999.79019165,6889999.8664856,6119999.88555908,19999.9995529652,7519999.98092651,16459999.0844727,5670000.07629395,2910000.08583069,2289999.96185303,5500000.0,20030000.6866455,13430000.3051758,20649999.6185303,20739999.7711182,16933227.5390625,21363336.5631104,25005992.8894043,26532979.96521,44426841.7358398,8900073.05145264,8236000.06103516,0.0
556,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,18708000.0,234300000.0,305970000.0,271179000.0,107638000.0,675250000.0,687833000.0,137061000.0,1387223000.0,-204095000.0,456433000.0,-29681000.0,292778000.0,-186482000.0,1869209000.0,4125557000.0,-1118033000.0,5484815000.0,-401949000.0,-532739000.0,-3533648000.0,3488198000.0,-3939701000.0,5346601000.0,9459642000.0,1753880000.0,1971617000.0,10338667000.0,-277730000.0,4466990000.0,-1716998000.0,27437010000.0,10705332000.0,-3796397000.0,33309782000.0,-8416584000.0,12784462000.0,-3156139000.0,7201738000.0,0.0
